Location,Time,Date,Location_code,Patch_ID,Uroleucon,Cycloneda_sanguinea
lighthouse,6,20-Jun-14,3,7,4,0
lighthouse,7,23-Jun-14,3,7,10,0
lighthouse,8,26-Jun-14,3,7,1,0
lighthouse,9,29-Jun-14,3,7,1,0
lighthouse,10,2-Jul-14,3,7,1,0
lighthouse,11,5-Jul-14,3,7,0,0
lighthouse,12,8-Jul-14,3,7,7,0
lighthouse,13,11-Jul-14,3,7,2,0
lighthouse,14,14-Jul-14,3,7,0,0
lighthouse,15,17-Jul-14,3,7,0,0
lighthouse,16,20-Jul-14,3,7,0,0
lighthouse,17,23-Jul-14,3,7,0,0
lighthouse,18,26-Jul-14,3,7,0,0
lighthouse,19,29-Jul-14,3,7,0,0
lighthouse,1,5-Jun-14,3,8,1,0
lighthouse,2,8-Jun-14,3,8,61,1
lighthouse,3,11-Jun-14,3,8,34,0
lighthouse,4,14-Jun-14,3,8,10,0
lighthouse,5,17-Jun-14,3,8,8,0
lighthouse,6,20-Jun-14,3,8,56,0
lighthouse,7,23-Jun-14,3,8,30,0
lighthouse,8,26-Jun-14,3,8,33,0
lighthouse,9,29-Jun-14,3,8,11,0
lighthouse,10,2-Jul-14,3,8,23,0
lighthouse,11,5-Jul-14,3,8,17,0
lighthouse,12,8-Jul-14,3,8,37,0
lighthouse,13,11-Jul-14,3,8,42,0
lighthouse,14,14-Jul-14,3,8,34,0
lighthouse,15,17-Jul-14,3,8,33,0
lighthouse,16,20-Jul-14,3,8,50,0
lighthouse,17,23-Jul-14,3,8,0,0
lighthouse,18,26-Jul-14,3,8,7,0
lighthouse,19,29-Jul-14,3,8,13,0
lighthouse,1,5-Jun-14,3,9,9,0
lighthouse,2,8-Jun-14,3,9,137,0
lighthouse,3,11-Jun-14,3,9,177,0
lighthouse,4,14-Jun-14,3,9,74,0
lighthouse,5,17-Jun-14,3,9,24,0
lighthouse,6,20-Jun-14,3,9,26,0
lighthouse,7,23-Jun-14,3,9,42,0
lighthouse,8,26-Jun-14,3,9,26,0
lighthouse,9,29-Jun-14,3,9,9,0
lighthouse,10,2-Jul-14,3,9,16,0
lighthouse,11,5-Jul-14,3,9,15,0
lighthouse,12,8-Jul-14,3,9,42,0
lighthouse,13,11-Jul-14,3,9,37,0
lighthouse,14,14-Jul-14,3,9,13,0
lighthouse,15,17-Jul-14,3,9,45,0
lighthouse,16,20-Jul-14,3,9,43,0
lighthouse,17,23-Jul-14,3,9,35,0
lighthouse,18,26-Jul-14,3,9,4,0
lighthouse,19,29-Jul-14,3,9,16,0
lighthouse,1,5-Jun-14,3,10,5,1
lighthouse,2,8-Jun-14,3,10,75,0
lighthouse,3,11-Jun-14,3,10,50,0
lighthouse,4,14-Jun-14,3,10,39,0
lighthouse,5,17-Jun-14,3,10,10,0
lighthouse,6,20-Jun-14,3,10,33,0
lighthouse,7,23-Jun-14,3,10,39,0
lighthouse,8,26-Jun-14,3,10,29,0
lighthouse,9,29-Jun-14,3,10,8,0
lighthouse,10,2-Jul-14,3,10,37,0
lighthouse,11,5-Jul-14,3,10,51,0
lighthouse,12,8-Jul-14,3,10,36,0
lighthouse,13,11-Jul-14,3,10,20,0
lighthouse,14,14-Jul-14,3,10,29,0
lighthouse,15,17-Jul-14,3,10,19,0
lighthouse,16,20-Jul-14,3,10,66,0
lighthouse,17,23-Jul-14,3,10,25,0
lighthouse,18,26-Jul-14,3,10,16,0
lighthouse,19,29-Jul-14,3,10,18,0
lighthouse,1,5-Jun-14,3,11,41,0
lighthouse,2,8-Jun-14,3,11,46,0
lighthouse,3,11-Jun-14,3,11,32,0
lighthouse,4,14-Jun-14,3,11,15,0
lighthouse,5,17-Jun-14,3,11,16,0
lighthouse,6,20-Jun-14,3,11,44,0
lighthouse,7,23-Jun-14,3,11,37,0
lighthouse,8,26-Jun-14,3,11,26,0
lighthouse,9,29-Jun-14,3,11,4,0
lighthouse,10,2-Jul-14,3,11,0,0
lighthouse,11,5-Jul-14,3,11,11,0
lighthouse,12,8-Jul-14,3,11,14,0
lighthouse,13,11-Jul-14,3,11,13,0
lighthouse,14,14-Jul-14,3,11,1,0
lighthouse,15,17-Jul-14,3,11,1,0
lighthouse,16,20-Jul-14,3,11,6,0
lighthouse,17,23-Jul-14,3,11,0,0
lighthouse,18,26-Jul-14,3,11,0,0
lighthouse,19,29-Jul-14,3,11,0,0
